station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,vsby,gust,skyc,wxcodes,feel
LTFJ,1719125400,77.0,62.6,61.13,60.0,13.0,0.0,29.77,6.21,13.0,100000.0,CLEAR,77.0
LTFJ,1719127200,77.0,62.6,61.13,60.0,13.0,0.0,29.77,6.21,13.0,100000.0,CLEAR,77.0
LTFJ,1719129000,78.8,62.6,57.6,60.0,15.0,0.0,29.77,6.21,15.0,100000.0,CLEAR,78.8
LTFJ,1719130800,80.6,62.6,54.3,50.0,14.0,0.0,29.77,6.21,14.0,100000.0,CLEAR,81.84
LTFJ,1719132600,82.4,60.8,48.05,60.0,13.0,0.0,29.77,6.21,13.0,100000.0,CLEAR,82.9
LTFJ,1719134400,82.4,60.8,48.05,60.0,17.0,0.0,29.8,6.21,17.0,100000.0,CLEAR,82.9
LZIB,1719138600,77.0,50.0,38.74,360.0,14.0,0.0,29.97,6.21,14.0,100000.0,CLEAR,77.0
LZIB,1719140400,77.0,50.0,38.74,340.0,13.0,0.0,29.97,6.21,13.0,100000.0,CLEAR,77.0
LZIB,1719142200,78.8,51.8,39.02,350.0,12.0,0.0,29.97,6.21,12.0,100000.0,CLEAR,78.8
